date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:33:13	1013/1013	---M-Z	200	added ('OK')	text/css	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/owl-carousel/owl.theme.default.min.css	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/owl-carousel/owl.theme.default.min.css	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:13	3884/3884	---M-Z	200	added ('OK')	text/css	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/bxslider/jquery.bxslider.css	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/bxslider/jquery.bxslider.css	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:13	11827/11827	---M-Z	200	added ('OK')	text/css	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/bootstrap-select/css/bootstrap-select.min.css	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/bootstrap-select/css/bootstrap-select.min.css	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:14	9459/9459	---M-Z	200	added ('OK')	text/css	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/vegas/vegas.min.css	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/vegas/vegas.min.css	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:14	33549/33549	---M-Z	200	added ('OK')	text/css	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/jquery-ui/jquery-ui.css	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/jquery-ui/jquery-ui.css	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:14	3881/3881	---M-Z	200	added ('OK')	text/css	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/timepicker/timePicker.css	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/timepicker/timePicker.css	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:15	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2026%20Oct%202025%2004:33:15%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/css/zeinet-responsive.css	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/css/zeinet-responsive.css	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:15	399799/399799	---M-Z	200	added ('OK')	text/css	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/css/zeinet.css	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/css/zeinet.css	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:15	109572/109572	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/index.html	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/index.html	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:16	20447/20447	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/resources/logo-1.png	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/resources/logo-1.png	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:16	43161/43161	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/cart.html	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/cart.html	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:16	44039/44039	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/contact.html	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/contact.html	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:17	67714/67714	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/about.html	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/about.html	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:17	183088/183088	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/backgrounds/main-slider-3-1.jpg	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/backgrounds/main-slider-3-1.jpg	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:18	2228/2228	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/shapes/main-slider-three-shape-2.png	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/shapes/main-slider-three-shape-2.png	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:18	188711/188711	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/backgrounds/main-slider-3-2.jpg	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/backgrounds/main-slider-3-2.jpg	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:19	40286/40286	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/shapes/wifi-pack-shape-1.png	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/shapes/wifi-pack-shape-1.png	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:19	122944/122944	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/backgrounds/main-slider-3-3.jpg	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/backgrounds/main-slider-3-3.jpg	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:19	50434/50434	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/packages-01.html	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/packages-01.html	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:19	26366/26366	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/resources/about-two-img-1.jpg	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/resources/about-two-img-1.jpg	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:19	37349/37349	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/resources/about-two-img-2.jpg	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/resources/about-two-img-2.jpg	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:20	95636/95636	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/shapes/services-one-shape-1.png	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/shapes/services-one-shape-1.png	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:20	90444/90444	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/shapes/services-one-shape-2.png	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/shapes/services-one-shape-2.png	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:20	27463/27463	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/backgrounds/services-one-single-bg.jpg	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/backgrounds/services-one-single-bg.jpg	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:20	48507/48507	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/satelite-tv.html	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/satelite-tv.html	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:21	48547/48547	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/broadband.html	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/broadband.html	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:21	48519/48519	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/all-for-mobile.html	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/all-for-mobile.html	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:21	48515/48515	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/fast-internet.html	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/fast-internet.html	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:22	112553/112553	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/backgrounds/benefits-bg-one.jpg	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/backgrounds/benefits-bg-one.jpg	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:22	166267/166267	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/backgrounds/testimonial-two-bg.png	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/backgrounds/testimonial-two-bg.png	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:22	200150/200150	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/shapes/benefits-shape-1.png	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/shapes/benefits-shape-1.png	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:22	37177/37177	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/testimonial/testimonial-two-left-img.jpg	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/testimonial/testimonial-two-left-img.jpg	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:22	3744/3744	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/shapes/testimonial-two-toggle-shape.png	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/shapes/testimonial-two-toggle-shape.png	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:23	29544/29544	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/testimonial/testimonial-two-content-img-1.jpg	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/testimonial/testimonial-two-content-img-1.jpg	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:23	27314/27314	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/testimonial/testimonial-two-content-img-3.jpg	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/testimonial/testimonial-two-content-img-3.jpg	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:23	29902/29902	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/testimonial/testimonial-two-content-img-2.jpg	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/testimonial/testimonial-two-content-img-2.jpg	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:23	11774/11774	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/testimonial/testimonial-two-content-img-4.jpg	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/testimonial/testimonial-two-content-img-4.jpg	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:24	5548/5548	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/testimonial/testimonial-2-1.jpg	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/testimonial/testimonial-2-1.jpg	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:24	5509/5509	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/testimonial/testimonial-2-2.jpg	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/testimonial/testimonial-2-2.jpg	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:24	4758/4758	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/testimonial/testimonial-2-3.jpg	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/testimonial/testimonial-2-3.jpg	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:24	4912/4912	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/testimonial/testimonial-2-4.jpg	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/testimonial/testimonial-2-4.jpg	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:25	21364/21364	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/resources/entertainment-img-1-1.jpg	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/resources/entertainment-img-1-1.jpg	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:25	68167/68167	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/movie.html	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/movie.html	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:26	43821/43821	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/resources/entertainment-img-1-2.jpg	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/resources/entertainment-img-1-2.jpg	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:26	510111/510111	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/shapes/entertainment-shape-bg.png	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/shapes/entertainment-shape-bg.png	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:26	67942/67942	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/resources/entertainment-img-1-4.jpg	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/resources/entertainment-img-1-4.jpg	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:26	45539/45539	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/resources/entertainment-img-1-3.jpg	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/resources/entertainment-img-1-3.jpg	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:27	60794/60794	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/resources/entertainment-img-1-5.jpg	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/resources/entertainment-img-1-5.jpg	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:27	5463/5463	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/shapes/brand-one-shape-1.png	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/shapes/brand-one-shape-1.png	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:27	6257/6257	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/shapes/brand-one-shape-2.png	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/shapes/brand-one-shape-2.png	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:27	1881/1881	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/brand/brand-1-1.png	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/brand/brand-1-1.png	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
